,movie_id,title,genre,country,director,avg_rating,actor,year,user_id,rating
825,1896,스틸 플라워,드라마,한국,박석영,7.36,정하담,2015,239,3
826,1897,우리집,"드라마,가족",한국,윤가은,8.7,"김나연,김시아,주예림",2019,170,2
827,1898,"춘천, 춘천",드라마,한국,장우진,7.4,"우지현,양흥주,이세랑",2016,122,1
828,1901,블라인드,"드라마,멜로/로맨스",네덜란드,타마르 반 덴 도프,9.01,"요런 셀데슬라흐츠,핼리너 레인,카테리네 베르베케,얀 데클레어",2007,119,3
829,1904,요가학원 : 죽음의 쿤달리니,공포(호러),한국,"전재홍,김지한",4.9,"이채영,최철호,조정민,간미연",2019,192,1
830,1905,버든: 세상을 바꾸는 힘,드라마,미국,앤드류 헤클러,7.88,"안드레아 라이즈보로,가렛 헤드룬드,톰 윌킨슨,포레스트 휘태커",2018,326,3
831,1906,누군가 어디에서 나를 기다리면 좋겠다,"드라마,가족",프랑스,아르노 비야르,7.56,"장 폴 루브,앨리스 태그리오니,벤자민 라베른헤,카밀 로우,엘자 질버스테인,오로르 클레망",2019,160,4
832,1907,함께 있을 수 있다면,"멜로/로맨스,드라마",프랑스,끌로드 베리,8.84,"오드리 토투,기욤 까네,로렝 스톡커",2007,122,5
833,1908,래시 컴 홈,"가족,드라마",독일,올더디센 하노,7.79,"세바스찬 베젤,안나 마리아 뮈헤,니코 마리츠카",2020,182,5
834,1909,나이팅게일,스릴러,호주,제니퍼 켄트,5.86,"샘 클라플린,데이몬 헤리맨,아이슬링 프란쵸시",2018,291,4
835,1910,뺑반,"범죄,액션",한국,한준희,5.98,"공효진,류준열,조정석",2018,12,5
836,1911,가을의 마티네,멜로/로맨스,일본,니시타니 히로시,8.5,"후쿠야마 마사하루,이시다 유리코",2019,301,5
837,1912,그날이 온다,코미디,영국,크리스토퍼 모리스,4.57,"안나 켄드릭,다니엘 브룩스,데니스 오헤어,마샨트 데이비스",2019,310,4
838,1913,사라센의 칼,"드라마,가족",한국,임재영,9.0,"신지수,검비르",2020,11,3
839,1914,빛의 아버지: 파이널 판타지 XIV,드라마,일본,"노구치 테루오,야마모토 키요시",8.83,"사카구치 켄타로,요시다 코타로,사쿠마 유이,야마모토 마이카",2019,333,5
840,1918,후궁 : 제왕의 첩,"사극,멜로/로맨스",한국,김대승,6.95,"조여정,김동욱,김민준",2012,224,2
841,1919,애비규환,"드라마,코미디",한국,최하나,6.71,"크리스탈,장혜진,최덕문,이해영",2020,24,4
842,1920,테우리,드라마,한국,이난,7.03,"서현우,한사명,서진원,유지연,김대진",2019,363,1
843,1921,여름날,드라마,한국,오정석,8.85,"김유라,김록경",2019,317,1
844,1922,앵커,드라마,한국,최정민,8.89,박수연,2018,84,3
845,1930,블러드하운드,"미스터리,스릴러",미국,제이슨 R. 밀러,4.93,"에드 애커먼,제스 알렌",2020,106,5
846,1931,마라가 큰 결정을 해야 해,"멜로/로맨스,코미디",미국,로버트 루케틱,4.75,"사라 힐랜드,타일러 제임스 윌리엄스",2019,274,5
847,1934,인플루언서,다큐멘터리,한국,오영근,1.86,"야생마,강지혜,이유빈,지윤미",2020,298,2
848,1935,삼진그룹 영어토익반,드라마,한국,이종필,8.26,"고아성,이솜,박혜수",2020,39,3
849,1936,언더독,애니메이션,한국,"오성윤,이춘백",9.33,"도경수,박소담,박철민",2018,364,3
850,1937,우리 안의 그들,기타,한국,"김태진,송원준,이진영",8.33,"주종혁,임투철,안태훈",2020,126,2
851,1938,빅풋 주니어2: 패밀리가 떴다,애니메이션,기타,"벤 스타센,제레미 드그루손",9.0,.,2020,230,2
852,1946,도망친 여자,드라마,한국,홍상수,6.65,"김민희,서영화,송선미,김새벽,권해효",2019,222,1
853,1947,에듀케이션,드라마,한국,김덕중,6.57,"문혜인,김준형",2019,137,4
854,1949,러브라인,기타,한국,"오두경,김성훈,권아영,정다이",8.73,"김소우,정다이,댄 버키,브론테 스탠필드,앤드류 토마스 벌데테,정철,전희연",2020,246,5
855,1988,스페셜 솔져,액션,폴란드,대니 레너,1.0,"딜런 부르스,세르게이 바드육",2020,355,4
856,1989,돈 스피크,공포(호러),미국,스콧 제프리,4.11,"스테파니 로지,라이언 데이비스,제이크 왓킨스,조지나 제인",2020,67,5
857,2000,클라운 돌,공포(호러),미국,스콧 제프리,2.0,.,2019,36,3
858,2001,언플랜드,드라마,미국,"척 콘젤만,캐리 솔로몬",9.28,"애슐리 브래처,로비아 스캇,브룩스 라이언",2019,341,4
859,2002,신과함께-인과 연,"판타지,드라마",한국,김용화,7.71,"하정우,주지훈,김향기,마동석,김동욱",2017,313,5
860,2003,신과함께-죄와 벌,"판타지,드라마",한국,김용화,7.83,"하정우,차태현,주지훈,김향기,김동욱,마동석",2017,18,1
861,2004,전쟁,"액션,어드벤처,스릴러",미국,요크 샤클톤,5.36,"가이 피어스,데본 사와,브랜스콤비 리치몬드",2020,227,2
862,2005,뱅가드,액션,중국,당계례,3.49,"성룡,양양",2020,147,5
863,2007,봉쇄수도원 카르투시오,다큐멘터리,한국,김동일,9.39,.,2020,127,3
864,2008,추억의 검정고무신,애니메이션,한국,송정율,5.71,"박지윤,오인실,유해무,손정아,박영재,오수경",2020,110,3
865,2010,소리도 없이,"범죄,드라마",한국,홍의정,5.92,"유아인,유재명,문승아",2020,159,1
866,2011,사자,"미스터리,액션,판타지,공포(호러)",한국,김주환,8.34,"멜라니 로랑,랭글리 커크우드,라이오넬 뉴턴,릴리언 듀브,브랜든 오렛,다니아 드 빌리어스",2018,201,4
867,2012,썸머 85,"멜로/로맨스,드라마",기타,프랑수아 오종,8.34,"펠릭스 르페브르,벤자민 부아쟁",2020,265,2
868,2013,굿바이,드라마,일본,타키타 요지로,9.04,"모토키 마사히로,히로스에 료코,야마자키 츠토무,요 키미코",2008,324,1
869,2015,라라랜드,"드라마,뮤지컬,멜로/로맨스",미국,데이미언 셔젤,8.62,"엠마 스톤,라이언 고슬링",2016,355,1
870,2016,운디네,"드라마,멜로/로맨스",독일,크리스티안 펫졸드,8.21,"폴라 비어,프란츠 로고스키",2020,188,4
871,2022,남산의 부장들,드라마,한국,우민호,7.47,"이병헌,이성민,곽도원,이희준,김소진",2019,101,2
872,2023,"오늘, 우리",드라마,한국,"조은지,부은주,송예진,곽은미,조은지",8.46,"정수지,송지혁,이강녕,유창숙,박수영,정경순,이상희,어성욱,박명신,곽민준,김유경,이운산,조민경,조우현,윤혜리,이민영",2019,88,1
873,2024,장마,다큐멘터리,한국,"이용남,음정현",9.52,이은택,2019,369,4
874,2025,작은 빛,"드라마,가족",한국,조민재,7.26,"곽진무,신문성,변중희,김현",2018,142,3
875,2026,장사리 : 잊혀진 영웅들,전쟁,한국,"곽경택,김태훈",8.26,"김명민,최민호,김성철,김인권,곽시양",2019,121,4
876,2027,이장,"드라마,가족,코미디,판타지",한국,정승오,8.36,"장리우,이선희,공민정,윤금선아,곽민규",2019,303,4
877,2028,재혼의 기술,"멜로/로맨스,코미디",한국,조성규,7.67,"임원희,김강현,박해빛나",2019,38,2
878,2029,저 산 너머,드라마,한국,최종태,8.22,"이경훈,이항나,안내상,강신일,송창의,이열음",2019,12,5
879,2030,은지: 돌이킬 수 없는 그녀,"미스터리,스릴러",한국,구모,7.23,"김유연,김진근",2019,391,3
880,2031,유령선,다큐멘터리,한국,김지영,6.18,"박호산,진용지우",2019,31,4
881,2032,정직한 후보,코미디,한국,장유정,7.73,"라미란,김무열,나문희,윤경호",2019,317,2
882,2033,우키시마호,다큐멘터리,한국,김진홍,6.52,"안재모,장영도",2019,395,1
883,2034,오만,드라마,한국,지일주,8.36,"지일주,이선주",2019,236,3
884,2035,영화로운 나날,"멜로/로맨스,드라마,판타지",한국,이상덕,8.47,"조현철,김아현,전석호,서영화,이태경",2019,48,2
885,2036,양자물리학,범죄,한국,이성태,8.27,"박해수,서예지,김상호,김응수,변희봉,김영재,이창훈",2019,291,3
886,2037,야구소녀,드라마,한국,최윤태,8.13,"이주영,이준혁",2019,223,4
887,2038,애월,"멜로/로맨스,드라마",한국,박철우,8.11,"이천희,김혜나",2019,86,1
888,2039,악몽,"미스터리,공포(호러),스릴러",한국,송정우,5.71,"오지호,차지헌,지성원,신린아",2018,136,3
889,2040,제인의 썸머,멜로/로맨스,한국,송은주,6.4,"서나영,이해준,김하림,백승헌",2020,396,1
890,2041,아홉 스님,드라마,한국,윤성준,8.77,"자승,무연,진각,호산,성곡,재현,심우,도림,인산",2020,373,5
891,2042,아직 지나지 않은 여름,드라마,한국,윤형철,7.75,"이재웅,김진희,김홍경,김송영,임동현",2017,159,2
892,2044,좀비파이터,"공포(호러),액션,드라마,가족",한국,임지환,6.02,"하준호,김단미,전현경",2019,345,2
893,2045,아워 바디,드라마,한국,한가람,6.61,"최희서,안지혜,김정영",2018,39,3
894,2046,좋은 여자,드라마,한국,전규환,8.0,"안민영,조은주,은하수",2019,296,4
895,2047,죽도 서핑 다이어리,드라마,한국,이현승,5.72,"전혜빈,정태우,오광록,박호산",2019,80,1
896,2048,시호,멜로/로맨스,한국,홍수동,5.43,"신은경,윤희석,도우",2019,232,2
897,2049,지푸라기라도 잡고 싶은 짐승들,"스릴러,범죄",한국,김용훈,6.63,"전도연,정우성,배성우,윤여정,정만식,진경,신현빈,정가람",2018,168,3
898,2050,슈팅걸스,"드라마,가족",한국,배효민,5.76,"정웅인,이비안,정예진,정지혜",2019,388,4
899,2051,수퍼 디스코,다큐멘터리,한국,이주호,9.31,"나잠 수,JJ핫산,김간지,지,홍기,고건혁",2018,362,1
900,2052,찬실이는 복도 많지,"드라마,멜로/로맨스,판타지",한국,김초희,8.78,강말금,2019,274,1
901,2054,성혜의 나라,드라마,한국,정형석,7.27,"송지인,강두",2018,41,2
902,2055,창은,드라마,한국,윤지혜,8.85,"김창은,김진순,김우순",2018,51,2
903,2057,설화,스릴러,한국,최형렬,6.07,"민채은,변준석,김동범",2019,126,2
904,2058,침입자,"미스터리,스릴러",한국,손원평,5.46,"송지효,김무열",2019,125,2
905,2060,서치 아웃,스릴러,한국,곽정,4.03,"이시언,김성철,허가윤,김서연",2019,326,4
906,2062,삽질,다큐멘터리,한국,김병기,6.41,"이명박,김종술,김병기",2018,294,3
907,2063,산티아고의 흰 지팡이,다큐멘터리,한국,이종은,8.0,"박재한,김다희",2019,141,1
908,2064,사선의 끝,드라마,한국,이은상,7.78,"정만식,강은진,이지훈",2019,375,4
909,2065,여수 밤바다,"코미디,드라마",한국,정형석,7.81,"정형석,이지연,이호연",2017,162,1
910,2066,열두 번째 용의자,"미스터리,스릴러",한국,고명성,6.75,"김상경,허성태,박선영,김동영",2019,345,2
911,2067,탈출,드라마,한국,이숭환,8.55,"케이트 윈슬렛,윌렘 대포,조쉬 키튼",2019,95,2
912,2068,오늘도 위위,드라마,한국,박범준,9.26,"선우선,심형탁",2018,65,4
913,2069,파도를 걷는 소년,드라마,한국,최창환,6.75,"곽민규,김현목",2019,185,3
914,2070,비행,"드라마,범죄",한국,조성빈,7.33,"홍근택,차지현",2018,174,3
915,2072,졸업,다큐멘터리,한국,박주환,8.86,.,2018,256,4
916,2073,북간도의 십자가,다큐멘터리,한국,반태경,7.84,"문성근,문동환,심용환",2019,335,3
917,2074,핑크퐁 시네마 콘서트 : 우주대탐험,애니메이션,한국,변희선,8.81,"조경이,김서영",2019,364,3
918,2076,바람의 언덕,드라마,한국,박석영,8.3,"정은경,장선",2019,226,2
919,2078,바다로 가자,"가족,다큐멘터리,전쟁",한국,김량,8.14,"김주영,이광자,조영진,박미성,최준우,홍근진",2018,186,1
920,2079,하트,"드라마,멜로/로맨스",한국,정가영,7.21,"정가영,이석형,최태환",2019,175,3
921,2081,해치지않아,코미디,한국,손재곤,6.22,"안재홍,강소라,박영규,김성오,전여빈,박혁권",2019,264,2
922,2082,폐교,"공포(호러),미스터리",한국,최효원,3.33,"천이슬,이윤수,서도현,황명환,안상은,윤대희",2018,272,3
923,2083,82년생 김지영,드라마,한국,김도영,6.67,"정유미,공유",2019,46,5
924,2084,몽마르트 파파,다큐멘터리,한국,민병우,9.47,"민형식,이운숙,민병우",2019,98,3
925,2086,행동하는 양심 김대중,다큐멘터리,한국,신상민,3.33,이금희,2019,171,2
926,2088,호텔 레이크,공포(호러),한국,윤은경,5.28,"이세영,박지영,박효주",2020,247,2
927,2089,마왕의 딸 이리샤,애니메이션,한국,장형윤,6.2,"천우희,심희섭",2018,168,1
928,2090,호흡,드라마,한국,권만기,7.13,"윤지혜,김대건",2018,189,4
929,2091,혼 : 공포의 시작,공포(호러),한국,유성호,4.02,"옥지영,최규환,김승현,지이수,최제우,이달형",2019,14,2
930,2092,히트맨,"코미디,액션",한국,최원섭,6.77,"권상우,정준호,황우슬혜,이이경,이지원",2019,202,5
931,2093,라스트 씬,다큐멘터리,한국,박배일,7.11,.,2018,185,2
932,2094,들리나요?,다큐멘터리,한국,"김봉한,신승환",9.15,"김창옥,김홍주,한정자",2020,262,4
933,2095,"동물, 원",다큐멘터리,한국,왕민철,8.73,"김정호,전은구,장상기,신용묵,권혁범,박영식,김혜민,강인수",2018,43,2
934,2096,대전 블루스,드라마,한국,박철웅,3.92,"반민정,이지현,현석,이종국",2019,294,5
935,2097,니나 내나,드라마,한국,이동은,8.39,"장혜진,태인호,이가섭,김진영",2019,244,4
936,2098,녹차의 중력,다큐멘터리,한국,정성일,7.75,임권택,2018,24,2
937,2099,꼴통 2인조,액션,한국,박준식,3.71,"차지혁,황윤성",2020,249,4
938,2101,기억할 만한 지나침,드라마,한국,박영임,7.44,"이헌주,몽돌",2018,173,3
939,2102,극장판 헬로카봇 : 달나라를 구해줘!,애니메이션,한국,"최신규,김진철",7.53,"이지현,김용준,양정화,조경이",2019,379,5
940,2103,극장판 타오르지마 버스터-블랙어썰트의 귀환,"코미디,애니메이션,액션,어드벤처",한국,조영광,9.56,"홍범기,안효민,안영미",2019,309,1
941,2104,극장판 미니특공대: 공룡왕 디노,애니메이션,한국,이영준,8.77,"신용우,엄상현,이소영,전태열,양정화",2019,40,1
942,2105,그녀의 비밀정원,"드라마,멜로/로맨스",한국,김인식,2.78,"예지원,최우제,강은우,이지후",2019,106,2
943,2106,국도극장,드라마,한국,전지희,8.74,이동휘,2020,274,5
944,2107,공수도,"액션,코미디",한국,채여준,8.75,"오승훈,정다은,손우현",2019,343,1
945,2108,고양이 집사,다큐멘터리,한국,이희섭,9.29,"고양이들,집사들,임수정",2019,260,3
946,2109,계절과 계절 사이,"드라마,멜로/로맨스",한국,김준식,8.55,"이영진,윤혜리",2018,393,1
947,2110,결백,드라마,한국,박상현,7.65,"신혜선,배종옥,허준호",2019,263,2
948,2111,갈까부다,"다큐멘터리,가족,멜로/로맨스",한국,고봉수,9.48,"최은비,고봉수,김정기",2018,299,5
949,2113,비긴 어게인,멜로/로맨스,미국,존 카니,9.04,"키이라 나이틀리,마크 러팔로,헤일리 스테인펠드,애덤 리바인",2013,351,3
950,2114,원더 우먼 1984,"액션,어드벤처",미국,팻티 젠킨스,5.12,"갤 가돗,크리스틴 위그,페드로 파스칼,크리스 파인",2020,360,3
951,2115,얼굴없는 보스: 못다한 이야기 감독판,"범죄,드라마",한국,임성용,4.85,"천정명,진이한,이시아,이하율,곽희성,김도훈,이지훈",2019,73,5
952,2116,푸른노을,드라마,한국,박규식,9.05,"박인환,오미희,남경읍",2017,320,2
953,2117,그놈이다,스릴러,한국,윤준형,7.36,"오지호,강예원",2015,285,1
954,2120,가장 보통의 연애,"멜로/로맨스,코미디",한국,김한결,7.73,"김래원,공효진",2019,6,4
955,2121,백두산,"어드벤처,드라마",한국,"이해준,김병서",5.74,"이병헌,하정우,마동석,전혜진,수지",2019,132,5
956,2122,어멍,드라마,한국,고훈,8.78,"문희경,어성욱",2018,222,5
957,2123,청춘빌라 살인사건,"코미디,범죄,드라마",한국,신해강,6.81,"김영호,김정팔",2018,400,5
958,2124,아내를 죽였다,"스릴러,액션",한국,김하라,5.07,"이시언,안내상,왕지혜",2019,301,3
959,2125,아직 사랑하고 있습니까?,코미디,한국,신양중,7.8,"김인권,이나라,서태화",2019,147,3
960,2126,너의 여자친구,"코미디,멜로/로맨스,드라마",한국,이장희,8.12,"이엘리야,지일주",2018,205,2
961,2127,영하의 바람,드라마,한국,김유리,8.39,"권한솔,옥수분,신동미,박종환",2018,261,4
962,2128,집 이야기,드라마,한국,박제범,9.09,"이유영,강신일",2019,279,1
963,2129,얼굴없는 보스,"액션,드라마",한국,"송창용,송경용",3.23,"천정명,진이한,이하율,곽희성,이시아,김도훈,이지훈",2019,218,2
964,2130,삼촌,"미스터리,스릴러",한국,김형진,7.69,"정예진,강신효",2017,390,2
965,2131,접전: 갑을 전쟁,코미디,한국,지성원,6.39,"지대한,박노식,지성원",2019,170,1
966,2132,카센타,"범죄,코미디",한국,하윤재,7.2,"박용우,조은지",2019,309,4
967,2134,우리를 갈라놓는 것들,다큐멘터리,한국,임흥순,7.68,"윤수련,강나라,박세현,정정화,김동일,고계연",2019,22,4
968,2135,지금 이순간,드라마,한국,이수성,7.48,"송민경,이원준",2019,24,2
969,2136,첫잔처럼,드라마,한국,백승환,8.86,"조달환,혜림",2019,251,5
970,2137,더하우스,"스릴러,미스터리,공포(호러)",한국,박균이,3.56,"오창석,서우",2019,88,2
971,2140,호프,드라마,기타,마리아 소달,9.03,"아네트 베닝,빌 나이,조쉬 오코너",2019,258,2
972,2141,용감한 토끼 당당이,애니메이션,중국,증헌림,5.86,"원에스더,손선영,정의한,김진홍",2015,135,3
973,2145,리플레이,"드라마,뮤지컬",미국,데이비드 하인즈,7.66,"조 퍼디,앰버 루바스",2017,86,2
974,2150,마음 울적한 날엔,드라마,한국,"한유원,강동완,김남석",9.09,"오동민,강길우,이태경,정도원,김예은,이재우,박성준,윤혜리,이건휘",2020,367,3
975,2152,나쁜 녀석들: 더 무비,"범죄,액션",한국,손용호,6.44,"마동석,김상중,김아중,장기용",2019,194,5
976,2156,디어 마이 지니어스,다큐멘터리,한국,구윤주,9.54,"구윤주,구윤영,문선숙,구윤희,구민수",2018,77,4
977,2157,더 프롬,"코미디,뮤지컬",미국,라이언 머피,7.3,"니콜 키드먼,메릴 스트립,케리 워싱턴,제임스 코든",2020,345,2
978,2158,엽문 리부트 2020,액션,중국,이입명,2.31,"두우항,원 리 루오신,왕민덕",2019,210,4
979,2159,해머 오브 갓,"액션,드라마",영국,파렌 블랙번,5.56,"찰리 뷰리,클라이브 스탠든,제임스 코스모",2013,364,3
980,2160,화양연화,"드라마,멜로/로맨스","홍콩,프랑스",왕가위,8.81,"양조위,장만옥",2000,254,1
981,2161,얼론,"액션,스릴러",미국,조니 마틴,4.12,"유아인,박신혜",2020,233,4
982,2162,트라이얼 오브 더 시카고 7,"드라마,스릴러",미국,아론 소킨,8.63,"야히아 압둘 마틴 2세,조셉 고든 레빗,제레미 스트롱,에디 레드메인",2020,252,2
983,2164,기생충,드라마,한국,봉준호,8.49,"송강호,이선균,조여정,최우식,박소담,이정은,장혜진",2019,58,4
984,2165,발레리안: 천 개 행성의 도시,"액션,어드벤처,SF",프랑스,뤽 베송,7.8,"데인 드한,카라 델레바인",2017,90,4
985,2166,프리키 데스데이 순한맛,"코미디,공포(호러)",미국,크리스토퍼 랜던,7.72,"빈스 본,캐서린 뉴튼",2020,341,3
986,2167,머리카락,다큐멘터리,한국,이미해,8.3,"차희재,숲이아,이영아,이미해",2019,383,3
987,2168,800,"전쟁,액션",중국,관후,3.42,"어우 하오,두순,장유호,당예흔,강무,야오천,왕첸웬,장역,웨이 천,리천,허우용",2020,12,2
988,2170,바스켓볼 다이어리,"범죄,드라마",미국,스콧 칼벳,8.83,"레오나르도 디카프리오,줄리엣 루이스,마크 월버그",1995,215,2
989,2180,종이꽃,드라마,한국,고훈,9.02,"안성기,유진,김혜성,장재희",2019,185,4
990,2188,그리고 우린 춤을 추었다,드라마,프랑스,레반 아킨,8.21,"레반 겔바키아니,바치 발리시빌리,아나 자바히슈빌리",2019,142,2
991,2190,존 윅 3: 파라벨룸,"액션,범죄,스릴러",미국,채드 스타헬스키,7.99,키아누 리브스,2019,385,3
992,2196,극장판 기븐,"애니메이션,멜로/로맨스",일본,야마구치 히카루,9.29,"우치다 유우마,에구치 타쿠야,아사누마 신타로,나카자와 마사토모,야노 쇼고",2020,274,2
993,2197,불량한 가족,"코미디,드라마",한국,장재일,8.14,"박원상,박초롱,도지한,김다예,서지희",2019,372,3
994,2198,犬견 : 버려진 아이들,"범죄,스릴러",한국,서하늘,6.21,"박재홍,도윤,한이진",2019,288,1
995,2199,파티마의 기적,드라마,미국,마르코 폰테코르보,8.97,"하비 케이틀,스테파니 길,고란 비스닉,조아큄 드 알메이다,조아나 리베이로,루시아 모니즈,호르헤 라멜라스,알레한드라 하워드",2020,65,2
996,2202,하모니,드라마,한국,강대규,9.05,"김윤진,나문희,강예원,이다희,장영남,박준면,정수영",2009,53,4
997,2203,피원에이치 : 새로운 세계의 시작,"드라마,SF",한국,창,5.47,"기호,테오,지웅,인탁,소울,종섭",2019,23,5
998,2204,뽀로로 극장판 슈퍼썰매 대모험,애니메이션,한국,박영균,8.62,"이선,이미자,김환진,함수정,홍소영,조현정,정미숙",2012,245,4
999,2206,죽지않는 인간들의 밤,"코미디,스릴러",한국,신정원,6.46,"이정현,김성오,서영희,양동근,이미도",2019,394,3
1000,2244,놈놈놈: 캔자스의 무법자,"액션,스릴러",미국,크리스토퍼 포브스,5.0,"제리 체서,러셀 돕슨",2020,347,3
1001,2245,검은 사제들: 지옥의 문,공포(호러),"미국,프랑스,기타",돈 E. 폰트르로이,5.43,"토빈 벨,랜디 셸리",2019,359,1
1002,2246,해피 데스데이: 악마의 큐피드,공포(호러),미국,스콧 제프리,1.75,"조지나 제인,마이클 오우수",2020,351,4
1003,2250,택스 콜렉터,액션,미국,데이비드 에이어,4.35,"바비 소토,샤이아 라보프",2020,24,2
1004,2255,일단뛰어,"액션,코미디",한국,조의석,6.79,"송승헌,이범수,김영준,권상우",2002,259,3
1005,2256,프린세스 에미: 마법 책의 비밀,애니메이션,독일,피엣 드 라이커,7.5,"프란카 포텐테,존 한나,벨라 램지,루비 반힐",2019,189,2
1006,2257,지옥의 묵시록 파이널 컷,"전쟁,드라마",미국,프란시스 포드 코폴라,8.4,"말론 브란도,로버트 듀발,마틴 쉰",1979,281,2
1007,2262,런,"미스터리,스릴러",미국,아니쉬 차간티,8.19,"사라 폴슨,키에라 앨런",2020,334,3
1008,2263,다만 악에서 구하소서,"범죄,액션",한국,홍원찬,7.61,"황정민,이정재,박정민,박소이",2019,151,5
1009,2264,프리키 데스데이,"코미디,공포(호러)",미국,크리스토퍼 랜던,6.64,"빈스 본,캐서린 뉴튼",2020,31,3
1010,2265,최미역행,드라마,중국,판위린,1.25,"정쟁,진계걸,지지강",2020,387,4
1011,2266,로그,액션,미국,M.J. 버세트,9.69,.,2020,391,4
1012,2273,어게인,"뮤지컬,드라마",한국,조창열,7.87,"올가 쿠릴렌코,로완 앳킨슨,제이크 레이시",2018,87,2
1013,2274,노트북,멜로/로맨스,미국,닉 카사베츠,9.06,"라이언 고슬링,레이첼 맥아담스",2004,189,5
1014,2277,선종 무문관,드라마,한국,윤용진,8.68,"우상전,조용주,고동업,안홍진,송유담,임대혁,최민재",2016,25,1
1015,2278,펀치 드렁크 러브,"멜로/로맨스,코미디",미국,폴 토마스 앤더슨,7.69,"아담 샌들러,에밀리 왓슨",2002,89,2
1016,2279,"지금, 만나러 갑니다","드라마,멜로/로맨스,판타지",일본,도이 노부히로,9.35,"다케우치 유코,나카무라 시도,다케이 아카시",2004,291,1
1017,2280,"조제, 호랑이 그리고 물고기들",드라마,일본,이누도 잇신,9.0,"츠마부키 사토시,이케와키 치즈루,아라이 히로후미,우에노 주리",2003,87,4
1018,2281,본 투 드라이브,다큐멘터리,노르웨이,다니엘 파레,9.0,"올리버 솔베르그,파닐라 솔베르그,피터 솔베르그",2019,225,5
1019,2282,피아니스트의 마지막 인터뷰,"드라마,뮤지컬",캐나다,클로드 라롱드,8.72,"패트릭 스튜어트,케이티 홈즈,지안카를로 에스포지토",2019,29,5
1020,2283,엑설런트 어드벤쳐 3,"어드벤처,코미디",미국,딘 패리소트,5.62,"키아누 리브스,알렉스 윈터,사마라 위빙,브리젯 런디-페인",2020,390,5
1021,2285,구직자들,"SF,드라마",한국,황승재,7.15,"정경호,강유석",2020,360,2
1022,2286,갱,액션,한국,조바른,6.03,"차지혁,조선기,옥윤중,백재민,김대한,이정현",2019,183,1
1023,2287,걸후드,드라마,프랑스,셀린 시아마,8.19,"카리자 투레,아사 실라,마리투 투레,린지 카라모",2014,321,2
1024,2288,국제수사,"코미디,액션",한국,김봉한,4.66,"곽도원,김대명,김희원,김상호",2020,154,1
1025,2290,마리 퀴리,드라마,프랑스,마르잔 사트라피,7.71,"로자먼드 파이크,안야 테일러 조이,아뉴린 바나드,샘 라일리,조나단 아리스",2019,16,5
1026,2291,이별의 목적,멜로/로맨스,한국,이건우,7.04,"한해인,김정훈,박인하",2018,390,1
1027,2296,극장판 미니특공대: 햄버거괴물의 습격,"애니메이션,액션",한국,이영준,8.55,.,2020,272,1
1028,2301,글로리아를 위하여,드라마,"프랑스,이탈리아",로베르 게디기앙,8.05,"아리안 아스카리드,제라드 메이란,장 피에르 다루생,아나이스 드무스티에,로벵송 스테브넹,로라 네이마크,그레고이레 레프린스 린구에트",2019,15,4
1029,2302,메피스토,"드라마,스릴러",한국,김동후,7.26,"이상보,김초인",2019,330,1
1030,2303,터키쉬 아이스크림,"코미디,전쟁,드라마",기타,칸 울카이,6.38,"알리 아타이,에르칸 콜칵 코스텐딜,차나이 쿠차란",2019,172,4
1031,2304,마치다군의 세계,멜로/로맨스,일본,이시이 유야,7.04,"호소다 카나타,세키미즈 나기사",2019,6,3
1032,2306,매지컬: 공주를 웃겨라,애니메이션,한국,정윤철,5.93,"박지윤,남도형,장광,이봉준,김사라",2020,309,3
1033,2309,킹덤 오브 헤븐: 디렉터스 컷,액션,영국,리들리 스콧,8.62,"올랜도 블룸,에바 그린,리암 니슨,제레미 아이언스,에드워드 노튼",2005,68,1
1034,2311,미스터트롯: 더 무비,공연,한국,전수경,8.83,"임영웅,영탁,이찬원,정동원,장민호,김희재",2020,375,2
1035,2312,반칙왕,코미디,한국,김지운,8.39,"송강호,장진영",2000,6,1
1036,2313,극장판 요괴워치: 포에버 프렌즈,애니메이션,일본,타카하시 시게하루,9.15,"신용우,정혜원,박리나,김현지,타네자키 아츠미,키무라 료헤이,토우야마 나오,코자쿠라 에츠코",2019,380,1
1037,2314,다만 악에서 구하소서 파이널컷,액션,한국,홍원찬,7.71,"황정민,이정재,박정민",2020,250,3
1038,2315,마법천자문: 대마왕의 부활을 막아라,애니메이션,한국,윤영기,6.4,"정선혜,박신희,은정,윤소라,손종환,최한,문관일,안장혁,엄상현,이장원",2010,319,1
1039,2316,동아시아반일무장전선,다큐멘터리,한국,김미례,7.41,.,2019,325,2
1040,2317,에이미,다큐멘터리,영국,아시프 카파디아,8.82,"에이미 와인하우스,마크 론슨,피트 도허티",2015,193,2
1041,2329,섹스 인 더 게임,,한국,신성진,7.5,윤다현,2017,336,1
1042,2334,캡틴 판타스틱,드라마,미국,매트 로스,8.58,"비고 모텐슨,조지 맥케이,사만다 이슬러,애너리즈 바쏘,니콜라스 해밀턴,슈리 크룩스,찰리 쇼트웰",2016,114,4
1043,2335,페뷸러스,"코미디,멜로/로맨스",캐나다,멜라니 샤르본느,7.43,"노에미 오파렐,줄리엣 고셀린,모우니아 자흐잠",2019,83,4
1044,2336,마음에 부는 바람,기타,일본,윤석호,9.31,"마시마 히데카즈,사나다 마스미",2017,313,5
